"DATE","TMAX","TMIN"
"2022-06-10","80","52"
"2022-06-11","78","57"
"2022-06-12","83","61"
"2022-06-13","90","67"
"2022-06-14","96","72"
"2022-06-15","95","75"
"2022-06-16","95","77"
"2022-06-17","84","67"
"2022-06-18","78","57"
"2022-06-19","81","52"
"2022-06-20","89","61"
"2022-06-21","96","68"
"2022-06-22","90","68"
"2022-06-23","85","61"
"2022-06-24","90","57"
"2022-06-25","86","60"
"2022-06-26","82","64"
"2022-06-27","77","53"
"2022-06-28","81","47"
"2022-06-29","87","57"
"2022-06-30","92","61"
"2022-07-01","91","67"
"2022-07-02","86","62"
"2022-07-03","89","57"
"2022-07-04","92","61"
"2022-07-05","92","68"
"2022-07-06","84","69"
"2022-07-07","82","66"
"2022-07-08","74","68"
"2022-07-09","80","62"
"2022-07-10","83","57"
"2022-07-11","85","61"
"2022-07-12","81","63"
"2022-07-13","83","61"
"2022-07-14","82","58"
"2022-07-15","81","60"
"2022-07-16","81","67"
"2022-07-17","76","70"
"2022-07-18","85","67"
"2022-07-19","86","64"
"2022-07-20","89","70"
"2022-07-21","86","68"
"2022-07-22","87","67"
"2022-07-23","84","66"
"2022-07-24","82","69"
"2022-07-25","78","62"
"2022-07-26","78","60"
"2022-07-27","82","67"
"2022-07-28","81","66"
"2022-07-29","79","59"
"2022-07-30","81","56"
"2022-07-31","82","60"
"2022-08-01","84","66"
"2022-08-02","85","64"
"2022-08-03","92","65"
"2022-08-04","83","70"
"2022-08-05","88","69"
"2022-08-06","88","67"
"2022-08-07","89","72"
"2022-08-08","89","70"
"2022-08-09","74","64"
"2022-08-10","81","61"
"2022-08-11","79","59"
"2022-08-12","76","53"
"2022-08-13","76","50"
"2022-08-14","72","62"
"2022-08-15","79","62"
"2022-08-16","81","57"
"2022-08-17","80","58"
"2022-08-18","83","55"
"2022-08-19","85","54"
"2022-08-20","78","62"
"2022-08-21","80","66"
"2022-08-22","81","61"
"2022-08-23","80","56"
"2022-08-24","83","57"
"2022-08-25","81","59"
"2022-08-26","79","59"
"2022-08-27","81","56"
"2022-08-28","89","59"
"2022-08-29","89","68"
"2022-08-30","80","59"
"2022-08-31","80","56"
"2022-09-01","86","62"
"2022-09-02","84","63"
"2022-09-03","83","64"
"2022-09-04","75","66"
"2022-09-05","72","65"
"2022-09-06","79","60"
"2022-09-07","80","57"
"2022-09-08","80","51"
"2022-09-09","83","52"
"2022-09-10","86","60"
"2022-09-11","70","60"
"2022-09-12","65","56"
"2022-09-13","69","52"
"2022-09-14","79","52"
"2022-09-15","80","52"
"2022-09-16","81","53"
"2022-09-17","83","57"
"2022-09-18","82","60"
"2022-09-19","84","60"
"2022-09-20","83","52"
"2022-09-21","89","65"
"2022-09-22","66","47"
"2022-09-23","66","39"
"2022-09-24","74","53"
"2022-09-25","67","56"
"2022-09-26","64","48"
"2022-09-27","60","45"
"2022-09-28","62","41"
"2022-09-29","63","37"
"2022-09-30","68","37"
"2022-10-01","72","43"
"2022-10-02","69","44"
"2022-10-03","68","39"
"2022-10-04","73","33"
"2022-10-05","77","40"
"2022-10-06","75","45"
"2022-10-07","57","40"
"2022-10-08","57","32"
"2022-10-09","66","34"
"2022-10-10","75","39"
"2022-10-11","76","47"
"2022-10-12","73","48"
"2022-10-13","59","37"
"2022-10-14","61","32"
"2022-10-15","55","38"
"2022-10-16","64","39"
"2022-10-17","47","33"
"2022-10-18","42","34"
"2022-10-19","50","34"
"2022-10-20","56","29"
"2022-10-21","74","39"
"2022-10-22","78","43"
"2022-10-23","77","50"
"2022-10-24","77","48"
"2022-10-25","75","49"
"2022-10-26","60","40"
"2022-10-27","54","30"
"2022-10-28","62","37"
"2022-10-29","66","31"
"2022-10-30","62","36"
"2022-10-31","64","57"
"2022-11-01","68","43"
"2022-11-02","69","38"
"2022-11-03","71","38"
"2022-11-04","75","52"
"2022-11-05","71","48"
"2022-11-06","67","40"
"2022-11-07","60","38"
"2022-11-08","57","36"
"2022-11-09","71","33"
"2022-11-10","74","45"
"2022-11-11","62","41"
"2022-11-12","41","30"
"2022-11-13","37","32"
"2022-11-14","38","24"
"2022-11-15","38","31"
"2022-11-16","40","30"
"2022-11-17","32","29"
"2022-11-18","31","21"
"2022-11-19","31","16"
"2022-11-20","28","13"
"2022-11-21","48","21"
"2022-11-22","54","23"
"2022-11-23","59","26"
"2022-11-24","60","26"
"2022-11-25","52","30"
"2022-11-26","54","25"
"2022-11-27","51","39"
"2022-11-28","44","37"
"2022-11-29","57","40"
"2022-11-30","56","24"
"2022-12-01","33","20"
"2022-12-02","53","28"
"2022-12-03","53","21"
"2022-12-04","38","14"
"2022-12-05","46","20"
"2022-12-06","47","39"
"2022-12-07","46","37"
"2022-12-08","43","31"
"2022-12-09","42","31"
"2022-12-10","37","34"
"2022-12-11","41","36"
"2022-12-12","39","34"
"2022-12-13","36","31"
"2022-12-14","40","32"
"2022-12-15","47","34"
"2022-12-16","35","28"
"2022-12-17","29","23"
"2022-12-18","24","17"
"2022-12-19","26","13"
"2022-12-20","37","18"
"2022-12-21","34","22"
"2022-12-22","39","9"
"2022-12-23","9","-8"
"2022-12-24","12","-2"
"2022-12-25","13","5"
"2022-12-26","21","10"
"2022-12-27","29","16"
"2022-12-28","44","27"
"2022-12-29","54","42"
"2022-12-30","55","44"
"2022-12-31","44","34"
"2023-01-01","49","36"
"2023-01-02","47","45"
"2023-01-03","62","45"
"2023-01-04","56","36"
"2023-01-05","40","32"
"2023-01-06","33","30"
"2023-01-07","34","26"
"2023-01-08","37","23"
"2023-01-09","40","26"
"2023-01-10","44","30"
"2023-01-11","52","31"
"2023-01-12","46","37"
"2023-01-13","37","30"
"2023-01-14","35","21"
"2023-01-15","40","19"
"2023-01-16","45","29"
"2023-01-17","51","38"
"2023-01-18","40","36"
"2023-01-19","53","35"
"2023-01-20","36","31"
"2023-01-21","32","31"
"2023-01-22","34","29"
"2023-01-23","32","26"
"2023-01-24","34","26"
"2023-01-25","34","31"
"2023-01-26","33","22"
"2023-01-27","38","8"
"2023-01-28","34","22"
"2023-01-29","39","29"
"2023-01-30","30","15"
"2023-01-31","21","9"
"2023-02-01","24","4"
"2023-02-02","37","14"
"2023-02-03","24","11"
"2023-02-04","38","13"
"2023-02-05","47","32"
"2023-02-06","41","24"
"2023-02-07","55","32"
"2023-02-08","43","27"
"2023-02-09","58","37"
"2023-02-10","43","26"
"2023-02-11","42","20"
"2023-02-12","52","22"
"2023-02-13","53","30"
"2023-02-14","54","26"
"2023-02-15","59","36"
"2023-02-16","44","32"
"2023-02-17","33","19"
"2023-02-18","47","21"
"2023-02-19","55","34"
"2023-02-20","51","30"
"2023-02-21","41","31"
"2023-02-22","34","33"
"2023-02-23","60","31"
"2023-02-24","36","26"
"2023-02-25","41","28"
"2023-02-26","52","26"
"2023-02-27","57","33"
"2023-02-28","48","35"
"2023-03-01","62","33"
"2023-03-02","45","35"
"2023-03-03","38","33"
"2023-03-04","48","32"
"2023-03-05","53","32"
"2023-03-06","62","39"
"2023-03-07","48","32"
"2023-03-08","47","27"
"2023-03-09","47","28"
"2023-03-10","35","32"
"2023-03-11","42","28"
"2023-03-12","35","30"
"2023-03-13","37","28"
"2023-03-14","37","22"
"2023-03-15","47","18"
"2023-03-16","55","32"
"2023-03-17","52","28"
"2023-03-18","28","19"
"2023-03-19","37","18"
"2023-03-20","49","24"
"2023-03-21","55","28"
"2023-03-22","51","40"
"2023-03-23","54","41"
"2023-03-24","43","34"
"2023-03-25","50","34"
"2023-03-26","60","31"
"2023-03-27","47","33"
"2023-03-28","51","26"
"2023-03-29","50","23"
"2023-03-30","55","21"
"2023-03-31","63","47"
"2023-04-01","54","35"
"2023-04-02","51","35"
"2023-04-03","68","35"
"2023-04-04","68","48"
"2023-04-05","74","44"
"2023-04-06","50","36"
"2023-04-07","56","32"
"2023-04-08","58","31"
"2023-04-09","65","33"
"2023-04-10","68","35"
"2023-04-11","75","39"
"2023-04-12","79","49"
"2023-04-13","81","47"
"2023-04-14","83","47"
"2023-04-15","82","58"
"2023-04-16","68","38"
"2023-04-17","40","35"
"2023-04-18","57","32"
"2023-04-19","75","32"
"2023-04-20","84","46"
"2023-04-21","63","46"
"2023-04-22","52","37"
"2023-04-23","45","34"
"2023-04-24","52","30"
"2023-04-25","55","32"
"2023-04-26","57","28"
"2023-04-27","62","33"
"2023-04-28","54","45"
"2023-04-29","70","45"
"2023-04-30","54","40"
"2023-05-01","43","35"
"2023-05-02","46","40"
"2023-05-03","54","40"
"2023-05-04","66","35"
"2023-05-05","73","43"
"2023-05-06","74","45"
"2023-05-07","81","58"
"2023-05-08","67","52"
"2023-05-09","71","49"
"2023-05-10","76","44"
"2023-05-11","80","49"
"2023-05-12","81","60"
"2023-05-13","74","65"
"2023-05-14","69","55"
"2023-05-15","74","52"
"2023-05-16","75","49"
"2023-05-17","65","45"
"2023-05-18","70","38"
"2023-05-19","81","45"
"2023-05-20","61","47"
"2023-05-21","77","43"
"2023-05-22","81","48"
"2023-05-23","82","52"
"2023-05-24","84","51"
"2023-05-25","67","43"
"2023-05-26","76","43"
"2023-05-27","79","46"
"2023-05-28","82","55"
"2023-05-29","87","54"
"2023-05-30","90","59"
"2023-05-31","89","62"
"2023-06-01","90","63"
"2023-06-02","91","57"
"2023-06-03","92","59"
"2023-06-04","84","55"
"2023-06-05","81","48"
"2023-06-06","84","53"
"2023-06-07","77","49"
"2023-06-08","77","46"
"2023-06-09","78","46"
"2023-06-10","86","52"
"2023-06-11","76","59"
"2023-06-12","65","49"
"2023-06-13","62","50"
"2023-06-14","71","56"
"2023-06-15","83","53"
"2023-06-16","76","53"
"2023-06-17","82","52"
"2023-06-18","85","51"
"2023-06-19","87","60"
"2023-06-20","88","67"
"2023-06-21","90","63"
"2023-06-22","80","62"
"2023-06-23","78","65"
"2023-06-24","88","61"
"2023-06-25","89","65"
"2023-06-26","77","64"
"2023-06-27","71","59"
"2023-06-28","82","53"
"2023-06-29","89","61"
"2023-06-30","86","64"
"2023-07-01","84","70"
"2023-07-02","85","67"
"2023-07-03","84","68"
"2023-07-04","90","65"
"2023-07-05","91","67"
"2023-07-06","87","66"
"2023-07-07","85","62"
"2023-07-08","77","63"
"2023-07-09","81","59"
"2023-07-10","85","60"
"2023-07-11","88","62"
"2023-07-12","85","62"
"2023-07-13","78","63"
"2023-07-14","88","59"
"2023-07-15","79","67"
"2023-07-16","81","64"
"2023-07-17","79","64"
"2023-07-18","81","58"
"2023-07-19","83","57"
"2023-07-20","86","64"
"2023-07-21","79","62"
"2023-07-22","82","58"
"2023-07-23","81","59"
"2023-07-24","86","61"
"2023-07-25","87","60"
"2023-07-26","86","65"
"2023-07-27","92","69"
"2023-07-28","91","71"
"2023-07-29","84","66"
"2023-07-30","83","62"
"2023-07-31","80","57"
"2023-08-01","81","56"
"2023-08-02","81","58"
"2023-08-03","86","58"
"2023-08-04","88","61"
"2023-08-05","79","63"
"2023-08-06","71","64"
"2023-08-07","72","62"
"2023-08-08","80","57"
"2023-08-09","82","60"
"2023-08-10","79","61"
"2023-08-11","82","62"
"2023-08-12","85","62"
"2023-08-13","83","61"
"2023-08-14","73","66"
"2023-08-15","69","63"
"2023-08-16","78","56"
"2023-08-17","74","58"
"2023-08-18","75","53"
"2023-08-19","77","49"
"2023-08-20","85","61"
"2023-08-21","88","67"
"2023-08-22","80","63"
"2023-08-23","90","63"
"2023-08-24","90","69"
"2023-08-25","86","72"
"2023-08-26","84","68"
"2023-08-27","77","58"
"2023-08-28","78","53"
"2023-08-29","80","51"
"2023-08-30","75","54"
"2023-08-31","77","47"
"2023-09-01","81","50"
"2023-09-02","85","53"
"2023-09-03","88","65"
"2023-09-04","89","65"
"2023-09-05","92","68"
"2023-09-06","85","66"
"2023-09-07","73","64"
"2023-09-08","76","60"
"2023-09-09","75","56"
"2023-09-10","78","50"
"2023-09-11","79","51"
"2023-09-12","74","54"
"2023-09-13","72","48"
"2023-09-14","72","46"
"2023-09-15","74","48"
"2023-09-16","75","45"
"2023-09-17","74","47"
"2023-09-18","71","48"
"2023-09-19","74","44"
"2023-09-20","83","52"
"2023-09-21","83","56"
"2023-09-22","84","56"
"2023-09-23","77","52"
"2023-09-24","82","50"
"2023-09-25","71","55"
"2023-09-26","77","61"
"2023-09-27","64","59"
"2023-09-28","69","60"
"2023-09-29","73","55"
"2023-09-30","78","53"
"2023-10-01","83","54"
"2023-10-02","86","54"
"2023-10-03","86","54"
"2023-10-04","85","57"
"2023-10-05","73","61"
"2023-10-06","68","44"
"2023-10-07","59","39"
"2023-10-08","57","37"
"2023-10-09","58","38"
"2023-10-10","63","36"
"2023-10-11","70","34"
"2023-10-12","66","50"
"2023-10-13","67","48"
"2023-10-14","53","48"
"2023-10-15","54","43"
"2023-10-16","57","46"
"2023-10-17","58","43"
"2023-10-18","64","41"
"2023-10-19","56","49"
"2023-10-20","55","46"
"2023-10-21","58","37"
"2023-10-22","57","37"
"2023-10-23","64","32"
"2023-10-24","80","46"
"2023-10-25","69","59"
"2023-10-26","74","59"
"2023-10-27","77","61"
"2023-10-28","64","46"
"2023-10-29","50","43"
"2023-10-30","47","27"
"2023-10-31","39","24"
"2023-11-01","44","24"
"2023-11-02","52","31"
"2023-11-03","60","38"
"2023-11-04","63","40"
"2023-11-05","59","32"
"2023-11-06","68","38"
"2023-11-07","59","44"
"2023-11-08","67","42"
"2023-11-09","60","43"
"2023-11-10","54","32"
"2023-11-11","51","29"
"2023-11-12","54","29"
"2023-11-13","62","33"
"2023-11-14","59","26"
"2023-11-15","65","25"
"2023-11-16","66","35"
"2023-11-17","60","34"
"2023-11-18","50","22"
"2023-11-19","57","28"
"2023-11-20","45","34"
"2023-11-21","50","38"
"2023-11-22","46","37"
"2023-11-23","49","33"
"2023-11-24","38","25"
"2023-11-25","37","21"
"2023-11-26","34","22"
"2023-11-27","30","19"
"2023-11-28","27","16"
"2023-11-29","42","16"
"2023-11-30","55","29"
"2023-12-01","47","41"
"2023-12-02","49","41"
"2023-12-03","44","37"
"2023-12-04","43","32"
"2023-12-05","38","34"
"2023-12-06","42","31"
"2023-12-07","50","34"
"2023-12-08","56","37"
"2023-12-09","62","40"
"2023-12-10","40","33"
"2023-12-11","34","23"
"2023-12-12","44","26"
"2023-12-13","42","21"
"2023-12-14","49","22"
"2023-12-15","56","26"
"2023-12-16","49","34"
"2023-12-17","47","39"
"2023-12-18","39","27"
"2023-12-19","34","24"
"2023-12-20","47","27"
"2023-12-21","47","31"
"2023-12-22","47","39"
"2023-12-23","49","42"
"2023-12-24","56","45"
"2023-12-25","59","41"
"2023-12-26","54","40"
"2023-12-27","50","32"
"2023-12-28","43","36"
"2023-12-29","38","36"
"2023-12-30","39","33"
"2023-12-31","37","32"
"2024-01-01","37","32"
"2024-01-02","33","29"
"2024-01-03","33","31"
"2024-01-04","34","20"
"2024-01-05","35","19"
"2024-01-06","33","29"
"2024-01-07","34","32"
"2024-01-08","37","32"
"2024-01-09","44","33"
"2024-01-10","36","32"
"2024-01-11","35","28"
"2024-01-12","37","30"
"2024-01-13","31","12"
"2024-01-14","12","-3"
"2024-01-15","7","-6"
"2024-01-16","8","3"
"2024-01-17","24","2"
"2024-01-18","26","21"
"2024-01-19","24","10"
"2024-01-20","19","2"
"2024-01-21","19","-1"
"2024-01-22","36","10"
"2024-01-23","39","33"
"2024-01-24","44","37"
"2024-01-25","44","38"
"2024-01-26","40","36"
"2024-01-27","41","36"
"2024-01-28","38","34"
"2024-01-29","34","32"
"2024-01-30","36","31"
"2024-01-31","42","35"
"2024-02-01","52","33"
"2024-02-02","43","30"
"2024-02-03","34","26"
"2024-02-04","44","28"
"2024-02-05","39","24"
"2024-02-06","44","29"
"2024-02-07","49","24"
"2024-02-08","62","35"
"2024-02-09","64","47"
"2024-02-10","50","31"
"2024-02-11","45","26"
"2024-02-12","45","23"
"2024-02-13","44","25"
"2024-02-14","43","22"
"2024-02-15","45","28"
"2024-02-16","31","17"
"2024-02-17","24","13"
"2024-02-18","33","14"
"2024-02-19","43","16"
"2024-02-20","54","22"
"2024-02-21","63","33"
"2024-02-22","53","39"
"2024-02-23","52","32"
"2024-02-24","34","21"
"2024-02-25","54","25"
"2024-02-26","67","31"
"2024-02-27","69","52"
"2024-02-28","63","24"
"2024-02-29","40","21"
"2024-03-01","47","25"
"2024-03-02","56","38"
"2024-03-03","66","38"
"2024-03-04","72","47"
"2024-03-05","65","50"
"2024-03-06","50","43"
"2024-03-07","48","39"
"2024-03-08","55","41"
"2024-03-09","55","35"
"2024-03-10","40","30"
"2024-03-11","58","25"
"2024-03-12","68","41"
"2024-03-13","73","41"
"2024-03-14","68","52"
"2024-03-15","59","37"
"2024-03-16","61","34"
"2024-03-17","43","31"
"2024-03-18","36","27"
"2024-03-19","53","28"
"2024-03-20","42","24"
"2024-03-21","38","21"
"2024-03-22","48","27"
"2024-03-23","44","27"
"2024-03-24","47","24"
"2024-03-25","68","33"
"2024-03-26","65","41"
"2024-03-27","41","30"
"2024-03-28","52","26"
"2024-03-29","61","33"
"2024-03-30","67","45"
"2024-03-31","56","41"
"2024-04-01","48","42"
"2024-04-02","57","39"
"2024-04-03","44","35"
"2024-04-04","46","35"
"2024-04-05","50","38"
"2024-04-06","58","30"
"2024-04-07","60","32"
"2024-04-08","73","41"
"2024-04-09","72","49"
"2024-04-10","66","45"
"2024-04-11","56","48"
"2024-04-12","60","46"
"2024-04-13","65","40"
"2024-04-14","80","51"
"2024-04-15","75","49"
"2024-04-16","82","46"
"2024-04-17","74","56"
"2024-04-18","68","49"
"2024-04-19","57","48"
"2024-04-20","49","39"
"2024-04-21","54","36"
"2024-04-22","64","34"
"2024-04-23","55","49"
"2024-04-24","52","40"
"2024-04-25","55","31"
"2024-04-26","67","35"
"2024-04-27","79","59"
"2024-04-28","79","63"
"2024-04-29","74","62"
"2024-04-30","73","51"
"2024-05-01","80","55"
"2024-05-02","83","49"
"2024-05-03","78","58"
"2024-05-04","78","57"
"2024-05-05","69","54"
"2024-05-06","68","53"
"2024-05-07","78","52"
"2024-05-08","79","58"
"2024-05-09","67","51"
"2024-05-10","67","49"
"2024-05-11","64","50"
"2024-05-12","77","43"
"2024-05-13","81","55"
"2024-05-14","70","58"
"2024-05-15","72","55"
"2024-05-16","79","54"
"2024-05-17","79","62"
"2024-05-18","84","58"
"2024-05-19","89","61"
"2024-05-20","88","64"
"2024-05-21","90","63"
"2024-05-22","85","63"
"2024-05-23","83","54"
"2024-05-24","86","56"
"2024-05-25","79","58"
"2024-05-26","78","54"
"2024-05-27","69","59"
"2024-05-28","72","53"
"2024-05-29","72","53"
"2024-05-30","73","51"
"2024-05-31","76","50"
"2024-06-01","79","56"
"2024-06-02","76","59"
"2024-06-03","83","55"
"2024-06-04","87","63"
"2024-06-05","82","64"
"2024-06-06","82","62"
"2024-06-07","79","58"
"2024-06-08","83","54"
"2024-06-09","79","56"
"2024-06-10","71","54"
"2024-06-11","77","46"
"2024-06-12","88","57"
"2024-06-13","92","68"
"2024-06-14","87","65"
"2024-06-15","83","58"
"2024-06-16","92","55"
"2024-06-17","97","73"
"2024-06-18","90","75"
"2024-06-19","94","75"
"2024-06-20","95","74"
"2024-06-21","95","69"
"2024-06-22","95","71"
"2024-06-23","83","66"
"2024-06-24","86","60"
"2024-06-25","80","67"
"2024-06-26","75","65"
"2024-06-27","78","59"
"2024-06-28","81","63"
"2024-06-29","85","73"
"2024-06-30","75","57"
"2024-07-01","75","55"
"2024-07-02","83","52"
"2024-07-03","86","68"
"2024-07-04","80","67"
"2024-07-05","81","63"
"2024-07-06","81","64"
"2024-07-07","86","60"
"2024-07-08","88","63"
"2024-07-09","77","68"
"2024-07-10","78","64"
"2024-07-11","83","59"
"2024-07-12","85","66"
"2024-07-13","87","65"
"2024-07-14","84","69"
"2024-07-15","88","69"
"2024-07-16","82","69"
"2024-07-17","83","62"
"2024-07-18","76","57"
"2024-07-19","78","56"
"2024-07-20","81","55"
"2024-07-21","80","59"
"2024-07-22","83","63"
"2024-07-23","84","61"
"2024-07-24","81","65"
"2024-07-25","81","59"
"2024-07-26","82","55"
"2024-07-27","83","54"
"2024-07-28","88","60"
"2024-07-29","86","69"
"2024-07-30","88","69"
"2024-07-31","85","70"
"2024-08-01","84","69"
"2024-08-02","84","69"
"2024-08-03","89","66"
"2024-08-04","88","67"
"2024-08-05","88","71"
"2024-08-06","90","67"
"2024-08-07","77","63"
"2024-08-08","83","64"
"2024-08-09","78","59"
"2024-08-10","75","52"
"2024-08-11","77","54"
"2024-08-12","81","53"
"2024-08-13","84","56"
"2024-08-14","85","57"
"2024-08-15","77","59"
"2024-08-16","85","67"
"2024-08-17","81","66"
"2024-08-18","81","65"
"2024-08-19","75","61"
"2024-08-20","74","51"
"2024-08-21","76","47"
"2024-08-22","78","47"
"2024-08-23","83","49"
"2024-08-24","90","55"
"2024-08-25","92","66"
"2024-08-26","93","67"
"2024-08-27","96","69"
"2024-08-28","85","70"
"2024-08-29","91","68"
"2024-08-30","94","68"
"2024-08-31","84","62"
"2024-09-01","83","58"
"2024-09-02","76","53"
"2024-09-03","77","47"
"2024-09-04","84","49"
"2024-09-05","89","56"
"2024-09-06","74","54"
"2024-09-07","69","48"
"2024-09-08","70","40"
"2024-09-09","79","47"
"2024-09-10","84","50"
"2024-09-11","88","52"
"2024-09-12","89","57"
"2024-09-13","86","56"
"2024-09-14","89","59"
"2024-09-15","89","58"
"2024-09-16","87","54"
"2024-09-17","85","54"
"2024-09-18","87","56"
"2024-09-19","89","60"
"2024-09-20","91","58"
"2024-09-21","92","57"
"2024-09-22","80","59"
"2024-09-23","74","61"
"2024-09-24","78","62"
"2024-09-25","74","59"
"2024-09-26","76","55"
"2024-09-27","73","63"
"2024-09-28","76","64"
"2024-09-29","77","66"
"2024-09-30","72","66"
"2024-10-01","79","50"
"2024-10-02","72","44"
"2024-10-03","80","45"
"2024-10-04","79","47"
"2024-10-05","79","49"
"2024-10-06","81","53"
"2024-10-07","70","42"
"2024-10-08","73","38"
"2024-10-09","71","38"
"2024-10-10","70","41"
"2024-10-11","82","42"
"2024-10-12","75","54"
"2024-10-13","72","48"
"2024-10-14","59","47"
"2024-10-15","54","37"
"2024-10-16","57","32"
"2024-10-17","63","29"
"2024-10-18","68","31"
"2024-10-19","72","33"
"2024-10-20","77","38"
"2024-10-21","80","44"
"2024-10-22","79","43"
"2024-10-23","68","43"
"2024-10-24","63","33"
"2024-10-25","65","42"
"2024-10-26","61","38"
"2024-10-27","60","32"
"2024-10-28","67","34"
"2024-10-29","80","57"
"2024-10-30","81","64"
"2024-10-31","71","47"
"2024-11-01","53","33"
"2024-11-02","58","27"
"2024-11-03","67","36"
"2024-11-04","71","62"
"2024-11-05","75","64"
"2024-11-06","67","42"
"2024-11-07","59","38"
"2024-11-08","63","36"
"2024-11-09","56","35"
"2024-11-10","65","48"
"2024-11-11","62","41"
"2024-11-12","49","34"
"2024-11-13","53","31"
"2024-11-14","58","47"
"2024-11-15","51","48"
"2024-11-16","52","40"
"2024-11-17","59","37"
"2024-11-18","58","50"
"2024-11-19","68","44"
"2024-11-20","48","35"
"2024-11-21","35","30"
"2024-11-22","46","31"
"2024-11-23","45","38"
"2024-11-24","48","38"
"2024-11-25","60","44"
"2024-11-26","44","31"
"2024-11-27","45","32"
"2024-11-28","38","29"
"2024-11-29","29","21"
"2024-11-30","29","15"
"2024-12-01","28","16"
"2024-12-02","30","18"
"2024-12-03","34","17"
"2024-12-04","40","22"
"2024-12-05","26","13"
"2024-12-06","32","15"
"2024-12-07","46","20"
"2024-12-08","56","35"
"2024-12-09","52","41"
"2024-12-10","49","32"
"2024-12-11","34","20"
"2024-12-12","21","9"
"2024-12-13","27","13"
"2024-12-14","39","18"
"2024-12-15","47","37"
"2024-12-16","56","40"
"2024-12-17","43","28"
"2024-12-18","39","30"
"2024-12-19","34","30"
"2024-12-20","34","27"
"2024-12-21","29","23"
"2024-12-22","30","16"
"2024-12-23","38","26"
"2024-12-24","39","35"
"2024-12-25","39","34"
"2024-12-26","49","38"
"2024-12-27","54","40"
"2024-12-28","56","45"
"2024-12-29","49","38"
"2024-12-30","45","34"
"2024-12-31","43","34"
"2025-01-01","37","28"
"2025-01-02","33","24"
"2025-01-03","31","19"
"2025-01-04","19","11"
"2025-01-05","24","11"
"2025-01-06","26","20"
"2025-01-07","30","20"
"2025-01-08","26","16"
"2025-01-09","26","9"
"2025-01-10","26","15"
"2025-01-11","31","20"
"2025-01-12","34","24"
"2025-01-13","25","4"
"2025-01-14","20","4"
"2025-01-15","20","-1"
"2025-01-16","34","19"
"2025-01-17","43","19"
"2025-01-18","41","26"
"2025-01-19","26","9"
"2025-01-20","12","-3"
"2025-01-21","10","-4"
"2025-01-22","22","-6"
"2025-01-23","30","10"
"2025-01-24","21","4"
"2025-01-25","35","17"
"2025-01-26","32","17"
"2025-01-27","38","14"
"2025-01-28","42","23"
"2025-01-29","45","26"
"2025-01-30","46","22"
"2025-01-31","45","32"
"2025-02-01","32","25"
"2025-02-02","41","26"
"2025-02-03","57","34"
"2025-02-04","37","26"
"2025-02-05","29","24"
"2025-02-06","33","29"
"2025-02-07","32","21"
"2025-02-08","32","22"
"2025-02-09","30","20"
"2025-02-10","33","16"
"2025-02-11","34","25"
"2025-02-12","29","24"
"2025-02-13","28","10"
"2025-02-14","27","5"
"2025-02-15","37","25"
"2025-02-16","33","21"
"2025-02-17","22","6"
"2025-02-18","17","3"
"2025-02-19","20","12"
"2025-02-20","23","8"
"2025-02-21","30","17"
"2025-02-22","32","12"
"2025-02-23","40","19"
"2025-02-24","50","32"
"2025-02-25","57","31"
"2025-02-26","42","27"
"2025-02-27","51","32"
"2025-02-28","57","28"
"2025-03-01","40","19"
"2025-03-02","33","14"
"2025-03-03","38","23"
"2025-03-04","54","34"
"2025-03-05","54","32"
"2025-03-06","39","28"
"2025-03-07","40","26"
"2025-03-08","44","30"
"2025-03-09","56","32"
"2025-03-10","66","32"
"2025-03-11","69","37"
"2025-03-12","58","31"
"2025-03-13","65","27"
"2025-03-14","78","36"
"2025-03-15","70","54"
"2025-03-16","57","33"
"2025-03-17","49","26"
"2025-03-18","71","38"
"2025-03-19","69","48"
"2025-03-20","51","27"
"2025-03-21","54","24"
"2025-03-22","47","30"
"2025-03-23","46","27"
"2025-03-24","50","33"
"2025-03-25","51","25"
"2025-03-26","51","26"
"2025-03-27","60","32"
"2025-03-28","77","46"
"2025-03-29","69","54"
"2025-03-30","72","56"
"2025-03-31","56","32"
"2025-04-01","48","26"
"2025-04-02","72","36"
"2025-04-03","64","46"
"2025-04-04","54","43"
"2025-04-05","57","43"
"2025-04-06","45","36"
"2025-04-07","50","28"
"2025-04-08","43","23"
"2025-04-09","44","26"
"2025-04-10","48","38"
"2025-04-11","50","32"
"2025-04-12","59","30"
"2025-04-13","63","39"
"2025-04-14","72","46"
"2025-04-15","51","36"
"2025-04-16","55","34"
"2025-04-17","64","31"
"2025-04-18","83","54"
"2025-04-19","71","50"
"2025-04-20","64","45"
"2025-04-21","64","50"
"2025-04-22","70","41"
"2025-04-23","79","49"
"2025-04-24","84","49"
"2025-04-25","75","46"
"2025-04-26","62","45"
"2025-04-27","65","39"
"2025-04-28","78","43"
"2025-04-29","84","51"
"2025-04-30","66","43"
"2025-05-01","76","48"
"2025-05-02","75","55"
"2025-05-03","58","50"
"2025-05-04","52","43"
"2025-05-05","67","49"
