"DATE","TMAX","TMIN"
"2010-10-21","57","31"
"2010-10-22","63","28"
"2010-10-23","70","48"
"2010-10-24","73","57"
"2010-10-25","73","61"
"2010-10-26","73","50"
"2010-10-27","69","50"
"2010-10-28","52","42"
"2010-10-29","52","31"
"2010-10-30","64","31"
"2010-10-31","53","33"
"2010-11-01","52","28"
"2010-11-02","52","26"
"2010-11-03","51","21"
"2010-11-04","52","27"
"2010-11-05","43","28"
"2010-11-06","44","19"
"2010-11-07","57","24"
"2010-11-08","69","33"
"2010-11-09","69","30"
"2010-11-10","66","35"
"2010-11-11","71","35"
"2010-11-12","71","36"
"2010-11-13","71","34"
"2010-11-14","46","35"
"2010-11-15","53","30"
"2010-11-16","46","27"
"2010-11-17","51","35"
"2010-11-18","46","30"
"2010-11-19","43","24"
"2010-11-20","48","29"
"2010-11-21","61","39"
"2010-11-22","66","58"
"2010-11-23","60","26"
"2010-11-24","35","21"
"2010-11-25","48","30"
"2010-11-26","33","21"
"2010-11-27","34","22"
"2010-11-28","42","19"
"2010-11-29","53","27"
"2010-11-30","55","30"
"2010-12-01","30","23"
"2010-12-02","30","22"
"2010-12-03","33","20"
"2010-12-04","31","27"
"2010-12-05","30","22"
"2010-12-06","22","14"
"2010-12-07","25","9"
"2010-12-08","23","8"
"2010-12-09","28","13"
"2010-12-10","36","20"
"2010-12-11","39","19"
"2010-12-12","39","19"
"2010-12-13","21","11"
"2010-12-14","21","7"
"2010-12-15","21","1"
"2010-12-16","27","12"
"2010-12-17","23","12"
"2010-12-18","24","8"
"2010-12-19","25","11"
"2010-12-20","25","3"
"2010-12-21","30","23"
"2010-12-22","33","19"
"2010-12-23","33","26"
"2010-12-24","31","25"
"2010-12-25","29","23"
"2010-12-26","28","16"
"2010-12-27","29","12"
"2010-12-28","28","17"
"2010-12-29","36","13"
"2010-12-30","46","35"
"2010-12-31","58","44"
"2011-01-01","54","22"
"2011-01-02","27","15"
"2011-01-03","36","18"
"2011-01-04","33","16"
"2011-01-05","30","11"
"2011-01-06","30","17"
"2011-01-07","21","13"
"2011-01-08","21","8"
"2011-01-09","28","4"
"2011-01-10","29","9"
"2011-01-11","25","21"
"2011-01-12","28","14"
"2011-01-13","23","12"
"2011-01-14","25","12"
"2011-01-15","31","17"
"2011-01-16","22","3"
"2011-01-17","35","6"
"2011-01-18","36","31"
"2011-01-19","31","21"
"2011-01-20","22","13"
"2011-01-21","13","-1"
"2011-01-22","18","-5"
"2011-01-23","15","0"
"2011-01-24","32","11"
"2011-01-25","26","19"
"2011-01-26","29","22"
"2011-01-27","27","18"
"2011-01-28","28","18"
"2011-01-29","33","23"
"2011-01-30","31","14"
"2011-01-31","20","11"
"2011-02-01","20","14"
"2011-02-02","26","9"
"2011-02-03","19","5"
"2011-02-04","24","3"
"2011-02-05","27","11"
"2011-02-06","33","25"
"2011-02-07","33","23"
"2011-02-08","25","-3"
"2011-02-09","14","-6"
"2011-02-10","9","-13"
"2011-02-11","29","3"
"2011-02-12","37","24"
"2011-02-13","45","32"
"2011-02-14","44","27"
"2011-02-15","34","16"
"2011-02-16","49","27"
"2011-02-17","58","43"
"2011-02-18","56","36"
"2011-02-19","45","26"
"2011-02-20","35","24"
"2011-02-21","33","19"
"2011-02-22","23","15"
"2011-02-23","31","8"
"2011-02-24","38","30"
"2011-02-25","34","16"
"2011-02-26","33","20"
"2011-02-27","43","32"
"2011-02-28","40","27"
"2011-03-01","43","21"
"2011-03-02","42","27"
"2011-03-03","40","23"
"2011-03-04","56","31"
"2011-03-05","52","32"
"2011-03-06","38","26"
"2011-03-07","37","22"
"2011-03-08","51","30"
"2011-03-09","49","38"
"2011-03-10","44","33"
"2011-03-11","45","32"
"2011-03-12","47","32"
"2011-03-13","44","32"
"2011-03-14","44","27"
"2011-03-15","39","30"
"2011-03-16","57","38"
"2011-03-17","70","37"
"2011-03-18","64","37"
"2011-03-19","54","28"
"2011-03-20","61","35"
"2011-03-21","63","43"
"2011-03-22","46","36"
"2011-03-23","44","32"
"2011-03-24","42","26"
"2011-03-25","38","24"
"2011-03-26","36","20"
"2011-03-27","40","20"
"2011-03-28","44","20"
"2011-03-29","46","24"
"2011-03-30","45","26"
"2011-03-31","50","23"
"2011-04-01","51","25"
"2011-04-02","50","31"
"2011-04-03","68","27"
"2011-04-04","69","41"
"2011-04-05","48","34"
"2011-04-06","66","38"
"2011-04-07","47","37"
"2011-04-08","49","41"
"2011-04-09","64","44"
"2011-04-10","84","54"
"2011-04-11","73","49"
"2011-04-12","63","42"
"2011-04-13","67","34"
"2011-04-14","68","39"
"2011-04-15","55","38"
"2011-04-16","58","36"
"2011-04-17","56","39"
"2011-04-18","48","38"
"2011-04-19","45","37"
"2011-04-20","59","39"
"2011-04-21","56","33"
"2011-04-22","52","38"
"2011-04-23","72","52"
"2011-04-24","65","50"
"2011-04-25","55","48"
"2011-04-26","71","47"
"2011-04-27","65","57"
"2011-04-28","57","42"
"2011-04-29","61","40"
"2011-04-30","68","41"
"2011-05-01","73","53"
"2011-05-02","56","46"
"2011-05-03","58","45"
"2011-05-04","58","39"
"2011-05-05","64","35"
"2011-05-06","66","49"
"2011-05-07","64","48"
"2011-05-08","70","47"
"2011-05-09","72","46"
"2011-05-10","82","56"
"2011-05-11","85","55"
"2011-05-12","88","58"
"2011-05-13","84","63"
"2011-05-14","75","53"
"2011-05-15","56","42"
"2011-05-16","59","41"
"2011-05-17","59","43"
"2011-05-18","64","51"
"2011-05-19","69","55"
"2011-05-20","79","49"
"2011-05-21","79","56"
"2011-05-22","83","62"
"2011-05-23","82","63"
"2011-05-24","81","60"
"2011-05-25","80","59"
"2011-05-26","68","50"
"2011-05-27","58","50"
"2011-05-28","68","56"
"2011-05-29","85","62"
"2011-05-30","90","65"
"2011-05-31","91","69"
"2011-06-01","82","62"
"2011-06-02","79","56"
"2011-06-03","82","60"
"2011-06-04","97","66"
"2011-06-05","88","64"
"2011-06-06","88","58"
"2011-06-07","97","73"
"2011-06-08","97","73"
"2011-06-09","83","68"
"2011-06-10","87","60"
"2011-06-11","81","59"
"2011-06-12","71","52"
"2011-06-13","77","57"
"2011-06-14","77","56"
"2011-06-15","67","56"
"2011-06-16","75","63"
"2011-06-17","88","59"
"2011-06-18","83","66"
"2011-06-19","80","64"
"2011-06-20","76","65"
"2011-06-21","89","70"
"2011-06-22","83","65"
"2011-06-23","73","62"
"2011-06-24","68","62"
"2011-06-25","81","62"
"2011-06-26","83","64"
"2011-06-27","84","62"
"2011-06-28","80","61"
"2011-06-29","83","56"
"2011-06-30","88","58"
"2011-07-01","79","66"
"2011-07-02","95","68"
"2011-07-03","90","69"
"2011-07-04","87","68"
"2011-07-05","91","60"
"2011-07-06","92","67"
"2011-07-07","87","65"
"2011-07-08","88","67"
"2011-07-09","91","62"
"2011-07-10","92","67"
"2011-07-11","90","71"
"2011-07-12","90","71"
"2011-07-13","83","65"
"2011-07-14","84","59"
"2011-07-15","88","64"
"2011-07-16","91","65"
"2011-07-17","94","68"
"2011-07-18","94","75"
"2011-07-19","95","75"
"2011-07-20","98","73"
"2011-07-21","100","76"
"2011-07-22","97","74"
"2011-07-23","94","75"
"2011-07-24","87","72"
"2011-07-25","92","68"
"2011-07-26","91","64"
"2011-07-27","91","67"
"2011-07-28","95","78"
"2011-07-29","85","73"
"2011-07-30","94","67"
"2011-07-31","95","67"
"2011-08-01","93","66"
"2011-08-02","94","72"
"2011-08-03","90","71"
"2011-08-04","86","65"
"2011-08-05","91","68"
"2011-08-06","91","69"
"2011-08-07","89","68"
"2011-08-08","87","66"
"2011-08-09","85","64"
"2011-08-10","78","55"
"2011-08-11","81","52"
"2011-08-12","81","55"
"2011-08-13","86","62"
"2011-08-14","77","61"
"2011-08-15","81","61"
"2011-08-16","83","55"
"2011-08-17","84","57"
"2011-08-18","88","62"
"2011-08-19","89","62"
"2011-08-20","80","63"
"2011-08-21","82","62"
"2011-08-22","80","53"
"2011-08-23","83","56"
"2011-08-24","92","68"
"2011-08-25","83","64"
"2011-08-26","83","60"
"2011-08-27","86","58"
"2011-08-28","81","59"
"2011-08-29","79","53"
"2011-08-30","79","50"
"2011-08-31","87","61"
"2011-09-01","93","70"
"2011-09-02","96","70"
"2011-09-03","95","66"
"2011-09-04","76","58"
"2011-09-05","66","52"
"2011-09-06","70","49"
"2011-09-07","60","54"
"2011-09-08","65","57"
"2011-09-09","72","57"
"2011-09-10","78","55"
"2011-09-11","79","60"
"2011-09-12","83","58"
"2011-09-13","84","56"
"2011-09-14","72","46"
"2011-09-15","63","40"
"2011-09-16","61","40"
"2011-09-17","69","49"
"2011-09-18","76","44"
"2011-09-19","70","61"
"2011-09-20","75","51"
"2011-09-21","79","53"
"2011-09-22","71","48"
"2011-09-23","67","46"
"2011-09-24","62","44"
"2011-09-25","61","52"
"2011-09-26","69","50"
"2011-09-27","64","51"
"2011-09-28","62","52"
"2011-09-29","70","52"
"2011-09-30","57","43"
"2011-10-01","57","40"
"2011-10-02","63","35"
"2011-10-03","71","40"
"2011-10-04","76","41"
"2011-10-05","81","43"
"2011-10-06","81","46"
"2011-10-07","81","48"
"2011-10-08","83","50"
"2011-10-09","80","48"
"2011-10-10","79","51"
"2011-10-11","78","47"
"2011-10-12","71","50"
"2011-10-13","64","47"
"2011-10-14","63","50"
"2011-10-15","63","46"
"2011-10-16","65","46"
"2011-10-17","64","41"
"2011-10-18","51","45"
"2011-10-19","49","44"
"2011-10-20","48","42"
"2011-10-21","53","34"
"2011-10-22","62","31"
"2011-10-23","67","39"
"2011-10-24","63","40"
"2011-10-25","71","37"
"2011-10-26","66","48"
"2011-10-27","51","36"
"2011-10-28","54","30"
"2011-10-29","56","30"
"2011-10-30","56","27"
"2011-10-31","55","34"
"2011-11-01","63","30"
"2011-11-02","66","40"
"2011-11-03","53","41"
"2011-11-04","53","32"
"2011-11-05","56","27"
"2011-11-06","62","36"
"2011-11-07","57","51"
"2011-11-08","70","53"
"2011-11-09","67","39"
"2011-11-10","44","32"
"2011-11-11","43","29"
"2011-11-12","61","33"
"2011-11-13","65","52"
"2011-11-14","69","44"
"2011-11-15","58","44"
"2011-11-16","51","34"
"2011-11-17","37","24"
"2011-11-18","48","24"
"2011-11-19","57","41"
"2011-11-20","60","43"
"2011-11-21","44","39"
"2011-11-22","44","38"
"2011-11-23","53","34"
"2011-11-24","48","33"
"2011-11-25","60","39"
"2011-11-26","65","47"
"2011-11-27","58","38"
"2011-11-28","40","36"
"2011-11-29","41","33"
"2011-11-30","39","24"
"2011-12-01","38","21"
"2011-12-02","39","27"
"2011-12-03","47","32"
"2011-12-04","51","41"
"2011-12-05","41","33"
"2011-12-06","33","31"
"2011-12-07","37","24"
"2011-12-08","35","22"
"2011-12-09","33","19"
"2011-12-10","26","13"
"2011-12-11","36","14"
"2011-12-12","42","18"
"2011-12-13","41","24"
"2011-12-14","55","38"
"2011-12-15","58","35"
"2011-12-16","35","28"
"2011-12-17","32","29"
"2011-12-18","41","28"
"2011-12-19","52","37"
"2011-12-20","42","33"
"2011-12-21","50","40"
"2011-12-22","43","36"
"2011-12-23","38","30"
"2011-12-24","39","25"
"2011-12-25","46","31"
"2011-12-26","45","26"
"2011-12-27","37","32"
"2011-12-28","32","27"
"2011-12-29","47","30"
"2011-12-30","49","35"
"2011-12-31","42","37"
"2012-01-01","48","30"
"2012-01-02","30","21"
"2012-01-03","24","15"
"2012-01-04","38","16"
"2012-01-05","45","25"
"2012-01-06","54","37"
"2012-01-07","46","31"
"2012-01-08","41","24"
"2012-01-09","45","24"
"2012-01-10","48","26"
"2012-01-11","41","27"
"2012-01-12","40","17"
"2012-01-13","20","15"
"2012-01-14","19","12"
"2012-01-15","25","3"
"2012-01-16","50","17"
"2012-01-17","54","27"
"2012-01-18","27","22"
"2012-01-19","29","9"
"2012-01-20","17","3"
"2012-01-21","23","5"
"2012-01-22","40","13"
"2012-01-23","49","33"
"2012-01-24","34","26"
"2012-01-25","32","22"
"2012-01-26","34","32"
"2012-01-27","41","31"
"2012-01-28","34","29"
"2012-01-29","35","21"
"2012-01-30","45","18"
"2012-01-31","57","41"
"2012-02-01","53","35"
"2012-02-02","43","28"
"2012-02-03","50","25"
"2012-02-04","36","32"
"2012-02-05","46","25"
"2012-02-06","44","25"
"2012-02-07","37","30"
"2012-02-08","37","26"
"2012-02-09","32","22"
"2012-02-10","33","20"
"2012-02-11","22","10"
"2012-02-12","29","12"
"2012-02-13","33","13"
"2012-02-14","34","28"
"2012-02-15","41","33"
"2012-02-16","45","34"
"2012-02-17","45","28"
"2012-02-18","41","25"
"2012-02-19","36","22"
"2012-02-20","39","18"
"2012-02-21","45","32"
"2012-02-22","49","34"
"2012-02-23","41","28"
"2012-02-24","42","29"
"2012-02-25","33","23"
"2012-02-26","45","19"
"2012-02-27","44","27"
"2012-02-28","44","20"
"2012-02-29","66","38"
"2012-03-01","39","30"
"2012-03-02","57","29"
"2012-03-03","37","29"
"2012-03-04","36","26"
"2012-03-05","35","25"
"2012-03-06","62","29"
"2012-03-07","68","46"
"2012-03-08","62","32"
"2012-03-09","39","25"
"2012-03-10","52","21"
"2012-03-11","68","28"
"2012-03-12","66","50"
"2012-03-13","71","44"
"2012-03-14","79","40"
"2012-03-15","81","57"
"2012-03-16","78","53"
"2012-03-17","76","47"
"2012-03-18","77","55"
"2012-03-19","83","53"
"2012-03-20","84","58"
"2012-03-21","87","58"
"2012-03-22","83","55"
"2012-03-23","67","56"
"2012-03-24","66","54"
"2012-03-25","72","51"
"2012-03-26","52","35"
"2012-03-27","60","31"
"2012-03-28","72","45"
"2012-03-29","59","35"
"2012-03-30","72","39"
"2012-03-31","47","38"
"2012-04-01","73","38"
"2012-04-02","61","41"
"2012-04-03","78","43"
"2012-04-04","65","43"
"2012-04-05","55","35"
"2012-04-06","59","32"
"2012-04-07","67","30"
"2012-04-08","62","48"
"2012-04-09","63","43"
"2012-04-10","44","31"
"2012-04-11","56","28"
"2012-04-12","61","28"
"2012-04-13","65","32"
"2012-04-14","63","51"
"2012-04-15","81","58"
"2012-04-16","71","45"
"2012-04-17","63","36"
"2012-04-18","68","36"
"2012-04-19","78","51"
"2012-04-20","74","43"
"2012-04-21","57","41"
"2012-04-22","53","36"
"2012-04-23","59","36"
"2012-04-24","63","33"
"2012-04-25","59","36"
"2012-04-26","62","37"
"2012-04-27","55","28"
"2012-04-28","49","40"
"2012-04-29","64","35"
"2012-04-30","80","46"
"2012-05-01","65","56"
"2012-05-02","83","57"
"2012-05-03","87","63"
"2012-05-04","83","62"
"2012-05-05","74","58"
"2012-05-06","78","51"
"2012-05-07","74","51"
"2012-05-08","73","51"
"2012-05-09","67","46"
"2012-05-10","67","41"
"2012-05-11","76","37"
"2012-05-12","78","52"
"2012-05-13","78","54"
"2012-05-14","79","50"
"2012-05-15","84","45"
"2012-05-16","72","51"
"2012-05-17","72","43"
"2012-05-18","83","45"
"2012-05-19","88","50"
"2012-05-20","91","55"
"2012-05-21","75","55"
"2012-05-22","76","50"
"2012-05-23","83","49"
"2012-05-24","89","58"
"2012-05-25","93","69"
"2012-05-26","92","68"
"2012-05-27","96","63"
"2012-05-28","95","69"
"2012-05-29","87","64"
"2012-05-30","79","51"
"2012-05-31","73","49"
"2012-06-01","56","48"
"2012-06-02","74","44"
"2012-06-03","81","50"
"2012-06-04","80","60"
"2012-06-05","70","51"
"2012-06-06","79","45"
"2012-06-07","84","51"
"2012-06-08","86","50"
"2012-06-09","89","58"
"2012-06-10","93","59"
"2012-06-11","86","69"
"2012-06-12","81","57"
"2012-06-13","78","55"
"2012-06-14","85","50"
"2012-06-15","91","55"
"2012-06-16","95","67"
"2012-06-17","87","67"
"2012-06-18","95","63"
"2012-06-19","95","70"
"2012-06-20","95","68"
"2012-06-21","94","62"
"2012-06-22","86","60"
"2012-06-23","88","56"
"2012-06-24","93","62"
"2012-06-25","82","60"
"2012-06-26","84","50"
"2012-06-27","91","53"
"2012-06-28","106","68"
"2012-06-29","94","64"
"2012-06-30","90","64"
"2012-07-01","94","65"
"2012-07-02","93","63"
"2012-07-03","95","72"
"2012-07-04","101","73"
"2012-07-05","101","74"
"2012-07-06","101","72"
"2012-07-07","103","77"
"2012-07-08","90","73"
"2012-07-09","91","64"
"2012-07-10","90","62"
"2012-07-11","90","60"
"2012-07-12","94","60"
"2012-07-13","91","66"
"2012-07-14","92","67"
"2012-07-15","92","70"
"2012-07-16","98","67"
"2012-07-17","100","73"
"2012-07-18","96","70"
"2012-07-19","84","70"
"2012-07-20","83","62"
"2012-07-21","85","58"
"2012-07-22","89","68"
"2012-07-23","94","70"
"2012-07-24","84","70"
"2012-07-25","91","66"
"2012-07-26","87","74"
"2012-07-27","86","64"
"2012-07-28","83","64"
"2012-07-29","85","59"
"2012-07-30","88","67"
"2012-07-31","86","65"
"2012-08-01","86","62"
"2012-08-02","90","60"
"2012-08-03","93","66"
"2012-08-04","90","68"
"2012-08-05","82","62"
"2012-08-06","82","53"
"2012-08-07","85","56"
"2012-08-08","89","64"
"2012-08-09","79","66"
"2012-08-10","69","57"
"2012-08-11","75","59"
"2012-08-12","77","54"
"2012-08-13","75","63"
"2012-08-14","77","60"
"2012-08-15","83","58"
"2012-08-16","76","62"
"2012-08-17","77","53"
"2012-08-18","76","48"
"2012-08-19","78","53"
"2012-08-20","78","51"
"2012-08-21","79","53"
"2012-08-22","80","50"
"2012-08-23","86","53"
"2012-08-24","88","57"
"2012-08-25","91","61"
"2012-08-26","89","62"
"2012-08-27","85","66"
"2012-08-28","83","57"
"2012-08-29","81","58"
"2012-08-30","84","54"
"2012-08-31","91","56"
"2012-09-01","81","73"
"2012-09-02","81","72"
"2012-09-03","85","68"
"2012-09-04","87","65"
"2012-09-05","82","64"
"2012-09-06","87","63"
"2012-09-07","78","60"
"2012-09-08","71","52"
"2012-09-09","73","52"
"2012-09-10","75","50"
"2012-09-11","78","50"
"2012-09-12","82","52"
"2012-09-13","82","62"
"2012-09-14","72","51"
"2012-09-15","75","46"
"2012-09-16","76","48"
"2012-09-17","75","49"
"2012-09-18","64","44"
"2012-09-19","68","37"
"2012-09-20","75","49"
"2012-09-21","71","45"
"2012-09-22","58","43"
"2012-09-23","61","37"
"2012-09-24","66","34"
"2012-09-25","68","47"
"2012-09-26","68","55"
"2012-09-27","72","52"
"2012-09-28","68","47"
"2012-09-29","74","43"
"2012-09-30","68","42"
"2012-10-01","67","40"
"2012-10-02","61","54"
"2012-10-03","65","57"
"2012-10-04","79","50"
"2012-10-05","60","41"
"2012-10-06","53","34"
"2012-10-07","52","38"
"2012-10-08","55","28"
"2012-10-09","62","35"
"2012-10-10","53","32"
"2012-10-11","61","31"
"2012-10-12","55","37"
"2012-10-13","65","36"
"2012-10-14","74","51"
"2012-10-15","54","37"
"2012-10-16","64","31"
"2012-10-17","74","50"
"2012-10-18","63","46"
"2012-10-19","52","45"
"2012-10-20","55","39"
"2012-10-21","64","35"
"2012-10-22","74","47"
"2012-10-23","65","57"
"2012-10-24","77","58"
"2012-10-25","76","54"
"2012-10-26","64","40"
"2012-10-27","54","35"
"2012-10-28","49","37"
"2012-10-29","46","36"
"2012-10-30","41","36"
"2012-10-31","44","38"
"2012-11-01","52","33"
"2012-11-02","49","35"
"2012-11-03","44","29"
"2012-11-04","42","26"
"2012-11-05","44","21"
"2012-11-06","47","24"
"2012-11-07","51","29"
"2012-11-08","52","25"
"2012-11-09","61","27"
"2012-11-10","69","51"
"2012-11-11","68","49"
"2012-11-12","61","32"
"2012-11-13","39","26"
"2012-11-14","40","21"
"2012-11-15","45","22"
"2012-11-16","51","22"
"2012-11-17","53","24"
"2012-11-18","54","28"
"2012-11-19","59","28"
"2012-11-20","56","40"
"2012-11-21","58","31"
"2012-11-22","62","32"
"2012-11-23","55","29"
"2012-11-24","30","28"
"2012-11-25","44","27"
"2012-11-26","41","25"
"2012-11-27","38","23"
"2012-11-28","42","23"
"2012-11-29","48","25"
"2012-11-30","54","30"
"2012-12-01","61","29"
"2012-12-02","59","51"
"2012-12-03","64","54"
"2012-12-04","60","38"
"2012-12-05","40","25"
"2012-12-06","42","23"
"2012-12-07","48","38"
"2012-12-08","46","35"
"2012-12-09","46","35"
"2012-12-10","46","31"
"2012-12-11","34","25"
"2012-12-12","42","21"
"2012-12-13","45","25"
"2012-12-14","48","27"
"2012-12-15","51","33"
"2012-12-16","53","40"
"2012-12-17","42","37"
"2012-12-18","39","33"
"2012-12-19","44","39"
"2012-12-20","52","32"
"2012-12-21","38","32"
"2012-12-22","33","22"
"2012-12-23","39","19"
"2012-12-24","32","26"
"2012-12-25","35","28"
"2012-12-26","30","27"
"2012-12-27","33","21"
"2012-12-28","30","19"
"2012-12-29","30","25"
"2012-12-30","25","18"
"2012-12-31","33","23"
"2013-01-01","32","11"
"2013-01-02","19","2"
"2013-01-03","29","8"
"2013-01-04","26","14"
"2013-01-05","34","15"
"2013-01-06","35","25"
"2013-01-07","33","14"
"2013-01-08","38","21"
"2013-01-09","43","29"
"2013-01-10","38","24"
"2013-01-11","57","37"
"2013-01-12","59","46"
"2013-01-13","53","25"
"2013-01-14","25","17"
"2013-01-15","28","16"
"2013-01-16","35","22"
"2013-01-17","39","20"
"2013-01-18","37","19"
"2013-01-19","49","35"
"2013-01-20","43","18"
"2013-01-21","19","7"
"2013-01-22","14","3"
"2013-01-23","19","8"
"2013-01-24","22","6"
"2013-01-25","24","18"
"2013-01-26","27","19"
"2013-01-27","33","16"
"2013-01-28","48","33"
"2013-01-29","60","44"
"2013-01-30","64","30"
"2013-01-31","30","12"
"2013-02-01","14","5"
"2013-02-02","24","14"
"2013-02-03","20","8"
"2013-02-04","26","9"
"2013-02-05","31","8"
"2013-02-06","31","25"
"2013-02-07","40","25"
"2013-02-08","37","25"
"2013-02-09","34","17"
"2013-02-10","47","27"
"2013-02-11","49","31"
"2013-02-12","38","28"
"2013-02-13","43","25"
"2013-02-14","43","31"
"2013-02-15","34","23"
"2013-02-16","25","14"
"2013-02-17","28","11"
"2013-02-18","52","21"
"2013-02-19","45","16"
"2013-02-20","23","13"
"2013-02-21","27","21"
"2013-02-22","34","21"
"2013-02-23","31","25"
"2013-02-24","37","23"
"2013-02-25","41","20"
"2013-02-26","35","30"
"2013-02-27","34","31"
"2013-02-28","37","31"
"2013-03-01","33","26"
"2013-03-02","31","25"
"2013-03-03","33","22"
"2013-03-04","37","17"
"2013-03-05","32","28"
"2013-03-06","33","25"
"2013-03-07","38","30"
"2013-03-08","36","17"
"2013-03-09","40","21"
"2013-03-10","58","37"
"2013-03-11","54","33"
"2013-03-12","36","30"
"2013-03-13","31","24"
"2013-03-14","41","22"
"2013-03-15","47","29"
"2013-03-16","41","32"
"2013-03-17","35","28"
"2013-03-18","36","28"
"2013-03-19","35","22"
"2013-03-20","29","19"
"2013-03-21","34","11"
"2013-03-22","41","19"
"2013-03-23","46","25"
"2013-03-24","37","27"
"2013-03-25","36","28"
"2013-03-26","40","32"
"2013-03-27","41","29"
"2013-03-28","49","26"
"2013-03-29","52","27"
"2013-03-30","55","27"
"2013-03-31","60","38"
"2013-04-01","42","26"
"2013-04-02","45","20"
"2013-04-03","48","20"
"2013-04-04","56","24"
"2013-04-05","55","32"
"2013-04-06","63","33"
"2013-04-07","68","44"
"2013-04-08","74","41"
"2013-04-09","81","47"
"2013-04-10","66","45"
"2013-04-11","45","40"
"2013-04-12","43","38"
"2013-04-13","43","34"
"2013-04-14","63","37"
"2013-04-15","66","47"
"2013-04-16","60","46"
"2013-04-17","56","46"
"2013-04-18","76","46"
"2013-04-19","59","35"
"2013-04-20","44","31"
"2013-04-21","51","26"
"2013-04-22","65","29"
"2013-04-23","69","41"
"2013-04-24","48","35"
"2013-04-25","53","34"
"2013-04-26","61","31"
"2013-04-27","68","37"
"2013-04-28","60","52"
"2013-04-29","68","52"
"2013-04-30","77","50"
"2013-05-01","82","51"
"2013-05-02","77","56"
"2013-05-03","77","59"
"2013-05-04","73","57"
"2013-05-05","71","48"
"2013-05-06","71","52"
"2013-05-07","75","54"
"2013-05-08","78","50"
"2013-05-09","81","51"
"2013-05-10","70","49"
"2013-05-11","58","38"
"2013-05-12","52","36"
"2013-05-13","61","38"
"2013-05-14","85","48"
"2013-05-15","87","64"
"2013-05-16","83","54"
"2013-05-17","83","52"
"2013-05-18","81","55"
"2013-05-19","87","56"
"2013-05-20","88","67"
"2013-05-21","88","66"
"2013-05-22","80","62"
"2013-05-23","64","50"
"2013-05-24","65","42"
"2013-05-25","69","43"
"2013-05-26","72","42"
"2013-05-27","63","50"
"2013-05-28","80","62"
"2013-05-29","85","68"
"2013-05-30","88","67"
"2013-05-31","75","65"
"2013-06-01","75","64"
"2013-06-02","69","49"
"2013-06-03","69","47"
"2013-06-04","73","47"
"2013-06-05","77","52"
"2013-06-06","75","57"
"2013-06-07","75","54"
"2013-06-08","78","49"
"2013-06-09","84","62"
"2013-06-10","80","65"
"2013-06-11","85","63"
"2013-06-12","89","65"
"2013-06-13","79","60"
"2013-06-14","80","56"
"2013-06-15","78","59"
"2013-06-16","80","64"
"2013-06-17","86","66"
"2013-06-18","79","61"
"2013-06-19","78","54"
"2013-06-20","85","56"
"2013-06-21","87","64"
"2013-06-22","90","68"
"2013-06-23","89","66"
"2013-06-24","85","67"
"2013-06-25","89","67"
"2013-06-26","84","67"
"2013-06-27","86","68"
"2013-06-28","81","64"
"2013-06-29","80","62"
"2013-06-30","74","63"
"2013-07-01","69","62"
"2013-07-02","76","60"
"2013-07-03","81","62"
"2013-07-04","79","63"
"2013-07-05","82","67"
"2013-07-06","79","68"
"2013-07-07","81","65"
"2013-07-08","83","68"
"2013-07-09","88","73"
"2013-07-10","85","63"
"2013-07-11","80","60"
"2013-07-12","79","59"
"2013-07-13","83","59"
"2013-07-14","88","65"
"2013-07-15","89","71"
"2013-07-16","92","71"
"2013-07-17","91","72"
"2013-07-18","92","73"
"2013-07-19","91","73"
"2013-07-20","87","71"
"2013-07-21","86","67"
"2013-07-22","82","67"
"2013-07-23","84","60"
"2013-07-24","74","52"
"2013-07-25","77","52"
"2013-07-26","79","54"
"2013-07-27","77","53"
"2013-07-28","69","50"
"2013-07-29","74","50"
"2013-07-30","78","53"
"2013-07-31","71","65"
"2013-08-01","79","60"
"2013-08-02","82","54"
"2013-08-03","81","59"
"2013-08-04","77","54"
"2013-08-05","75","57"
"2013-08-06","78","62"
"2013-08-07","83","69"
"2013-08-08","74","69"
"2013-08-09","81","67"
"2013-08-10","84","64"
"2013-08-11","82","61"
"2013-08-12","83","62"
"2013-08-13","72","54"
"2013-08-14","72","48"
"2013-08-15","75","48"
"2013-08-16","77","55"
"2013-08-17","79","54"
"2013-08-18","81","57"
"2013-08-19","83","56"
"2013-08-20","85","59"
"2013-08-21","85","64"
"2013-08-22","76","68"
"2013-08-23","82","60"
"2013-08-24","82","53"
"2013-08-25","85","57"
"2013-08-26","86","61"
"2013-08-27","89","70"
"2013-08-28","88","74"
"2013-08-29","86","67"
"2013-08-30","88","63"
"2013-08-31","82","69"
"2013-09-01","78","66"
"2013-09-02","82","58"
"2013-09-03","76","51"
"2013-09-04","81","51"
"2013-09-05","80","53"
"2013-09-06","79","48"
"2013-09-07","87","58"
"2013-09-08","77","61"
"2013-09-09","91","60"
"2013-09-10","95","73"
"2013-09-11","95","70"
"2013-09-12","83","59"
"2013-09-13","65","46"
"2013-09-14","70","37"
"2013-09-15","73","43"
"2013-09-16","68","48"
"2013-09-17","71","43"
"2013-09-18","82","53"
"2013-09-19","77","64"
"2013-09-20","80","66"
"2013-09-21","71","49"
"2013-09-22","66","46"
"2013-09-23","67","41"
"2013-09-24","69","41"
"2013-09-25","73","47"
"2013-09-26","79","47"
"2013-09-27","79","44"
"2013-09-28","82","45"
"2013-09-29","63","54"
